sampleType,shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,evidence,neighborTarget,needsHumanCheck,correct,correctCategory,reviewerComment
auto_ready_random,ДВГ-01971,ДВГ-01971,dvigatel-i-transmissiya,detali-dvigatelya,0.98,AUTO_READY,legacy_dvigatel-i-transmissiya_detali-dvigatelya|other|двг|dvigatel-i-transmissiya|detali-dvigatelya,other,family:legacy_dvigatel-i-transmissiya_detali-dvigatelya | pattern:двг- | pattern:двг- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,ИН-00454,03-40124-SX Ролик обводной ремня генера,dvigatel-i-transmissiya,remni,0.94,AUTO_READY,active_neighbor|other|active-neighbor-100|dvigatel-i-transmissiya|remni,other,neighbor:active-neighbor:100% | token:ин- | token:ремня | token:ролик | token:обводной,dvigatel-i-transmissiya/remni,yes,,,
auto_ready_random,А-00146,Эмблема,kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,А-00613,Ковер пола 2101-07 (завод),aksessuary,kovriki,0.937,AUTO_READY,floor_mats|other|ковер-пола|aksessuary|kovriki,other,family:floor_mats | token:ковер | token:ковёр | token:пола | phrase:ковер пола | phrase:ковёр пола | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,А-00173,Щётка для мытья с ручкой,aksessuary,prochie-aksessuary,0.924,AUTO_READY,cleaning_brushes|other|щетка-для-мытья|aksessuary|prochie-aksessuary,other,family:cleaning_brushes | token:щетка | token:щётка | token:мыть | token:ручк | phrase:щетка для мытья | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,ДВ-00126,Коллектор 2108,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.94,AUTO_READY,active_neighbor|other|active-neighbor-100|dvigatel-i-transmissiya|vyhlopnaya-sistema,other,neighbor:active-neighbor:100% | token:дв- | token:коллектор,dvigatel-i-transmissiya/vyhlopnaya-sistema,yes,,,
auto_ready_random,ДВГ-01774,ДВГ-01774,dvigatel-i-transmissiya,detali-dvigatelya,0.98,AUTO_READY,legacy_dvigatel-i-transmissiya_detali-dvigatelya|other|двг|dvigatel-i-transmissiya|detali-dvigatelya,other,family:legacy_dvigatel-i-transmissiya_detali-dvigatelya | pattern:двг- | pattern:двг- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,А-00842,"""Bremax"" WB-6055 РТ Щетки с/о 60+55 Volvo",aksessuary,prochie-aksessuary,0.952,AUTO_READY,wiper|other|щетки-стеклоочистителя|aksessuary|prochie-aksessuary,other,family:wiper | token:стеклооч | token:щетки | token:щётки | token:стеклоочист | phrase:щетки стеклоочистителя | validation:normalizer:7:useful_tokens,,yes,,,
auto_ready_random,КР-00040,Ролик натяжной,dvigatel-i-transmissiya,remni,0.95,AUTO_READY,timing_kit|other|ролик-натяжной|dvigatel-i-transmissiya|remni,other,family:timing_kit | token:ролик | phrase:ролик натяжной | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,А-00833,"Колпаки хромированные н/о д. 14,15",aksessuary,shiny-i-diski,0.938,AUTO_READY,wheel_caps|other|колпаки|aksessuary|shiny-i-diski,other,family:wheel_caps | token:колпаки | token:колпак | token:хром | token:д. | token:14 | token:15 | phrase:колпаки | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,ИН-00512,30289 Повторитель поворота RENAULT LOGA,kuzov-i-optika,povtoriteli,0.92,AUTO_READY,legacy_kuzov-i-optika_povtoriteli|other|повторитель|kuzov-i-optika|povtoriteli,other,family:legacy_kuzov-i-optika_povtoriteli | pattern:повторитель | pattern:повторитель | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,А-00148,Эмблема для иномарок,kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,ДВГ-01955,ДВГ-01955,dvigatel-i-transmissiya,detali-dvigatelya,0.98,AUTO_READY,legacy_dvigatel-i-transmissiya_detali-dvigatelya|other|двг|dvigatel-i-transmissiya|detali-dvigatelya,other,family:legacy_dvigatel-i-transmissiya_detali-dvigatelya | pattern:двг- | pattern:двг- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,ДВГ-01900,ДВГ-01900,dvigatel-i-transmissiya,detali-dvigatelya,0.98,AUTO_READY,legacy_dvigatel-i-transmissiya_detali-dvigatelya|other|двг|dvigatel-i-transmissiya|detali-dvigatelya,other,family:legacy_dvigatel-i-transmissiya_detali-dvigatelya | pattern:двг- | pattern:двг- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,ГСМ-01718,ГСМ-01718,filtry-i-masla,zhidkosti,0.98,AUTO_READY,legacy_filtry-i-masla_zhidkosti|other|гсм|filtry-i-masla|zhidkosti,other,family:legacy_filtry-i-masla_zhidkosti | pattern:гсм- | pattern:гсм- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,А-01248,"Щетки стеклоочистителя HOLA 50 см, 2 шт",aksessuary,prochie-aksessuary,0.952,AUTO_READY,wiper|other|щетки-стеклоочистителя|aksessuary|prochie-aksessuary,other,family:wiper | token:стеклооч | token:щетки | token:щётки | token:стеклоочист | phrase:щетки стеклоочистителя | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,ДВ-00078,Трубка топливная ВАЗ дв. 1.6 за 1 шт,dvigatel-i-transmissiya,toplivnaya-sistema,0.935,AUTO_READY,fuel_system|hoses|трубка-топливная|dvigatel-i-transmissiya|toplivnaya-sistema,hoses,family:fuel_system | token:топливная | token:топливн | phrase:трубка топливная | pattern:strong_multi_token | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,А-02401,Шильдик алюминиевый LADA,kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|шильдик|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:шильдик | pattern:шильдик | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,О-00330,Эмблема руля ГАЗ-3110 (черная),kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,ИН-01489,РВ-7207 Ролик отклонит. поликлинового ремня,dvigatel-i-transmissiya,remni,0.935,AUTO_READY,timing_kit|other|ролик|dvigatel-i-transmissiya|remni,other,family:timing_kit | token:ролик | pattern:strong_multi_token | validation:normalizer:6:useful_tokens,dvigatel-i-transmissiya/remni,yes,,,
auto_ready_random,А-02402,Поводок Нива Урбан 1 шт,aksessuary,prochie-aksessuary,0.94,AUTO_READY,wiper|other|поводок|aksessuary|prochie-aksessuary,other,family:wiper | token:поводок | phrase:поводок | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,А-01245,"Эмблема Приора задняя, 2 шт",kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,А-02413,Эмблема Мерседес (улучшен. покрас),kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,А-01244,Щетки стеклоочистителя HOLA 33 см (к-т 2 ш,aksessuary,prochie-aksessuary,0.952,AUTO_READY,wiper|other|щетки-стеклоочистителя|aksessuary|prochie-aksessuary,other,family:wiper | token:стеклооч | token:щетки | token:щётки | token:стеклоочист | phrase:щетки стеклоочистителя | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,ИН-00223,Крышка трамблера Дэу-Нексиа,elektrika,prochaya-elektrika,0.92,AUTO_READY,legacy_elektrika_prochaya-elektrika|caps_plugs|крышка-трамблера|elektrika|prochaya-elektrika,caps_plugs,family:legacy_elektrika_prochaya-elektrika | pattern:крышка трамблера | pattern:крышка | pattern:трамблера | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,А-00037,Защита фар,kuzov-i-optika,stekla-far-i-fonarey,0.932,AUTO_READY,optics_glass|other|защита-фар|kuzov-i-optika|stekla-far-i-fonarey,other,family:optics_glass | token:защита | token:фар | phrase:защита фар | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,К-00705,Комп.-т болтов колес 12х1.25 п/диски,aksessuary,shiny-i-diski,0.924,AUTO_READY,wheel_fasteners|bolts|колес|aksessuary|shiny-i-diski,bolts,family:wheel_fasteners | token:болт | token:колес | token:диск | pattern:strong_multi_token | validation:normalizer:6:useful_tokens,,yes,,,
