familyId,family,reason,shopCode,name,status,reviewReason,detectedFamily,neighborTarget,neighborShare,confidence,evidence
lighting_signal_unmapped,Lighting/signal devices without stable target,active_analogs_conflict_or_no_destination,А-00573,Прожектор,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
car_care_consumables_unmapped,Car-care consumables without stable target,active_analogs_conflict_or_no_destination,А-00616,"Аппликатор ""Доктор ВАКС""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00703,Такси,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-00711,Покрытие пола (линолеум),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-00718,Мячик-дезодорант (1 шт),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
fragrance_airfresheners_unmapped,Fragrance/air-freshener goods without stable target,active_analogs_conflict_or_no_destination,А-00723,Автопарфюм 7 мл,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00726,Бокс 2101-07 Люкс,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-00775,А-00775,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-00894,Рысь (большая),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-00896,Опора полки 2108 (2 шт),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-00918,Поросенок (большой),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-00936,Стакан (нержавейка),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
misc_universal_non_catalog_singletons,Miscellaneous universal non-catalog goods,no_allowed_target_current_taxonomy,А-00946,Мышь музыкальная,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
fans_thermal_ventilation_unmapped,Fans and thermal/ventilation parts without stable target,active_analogs_conflict_or_no_destination,А-00979,"Вентилятор ""Valgo""",MANUAL_REVIEW,no_candidate,ventilation,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-00986,Подарочный набор,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-01033,Игрушка-корова на присоске,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-01036,Брелок,MANUAL_REVIEW,no_candidate,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-01050,"""Леопард"" хромир.",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01058,"Рация ""АЛАН-100""",MANUAL_REVIEW,no_candidate,driver_electronics,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01099,"Рация ""Мега-Джет"" 300,100",MANUAL_REVIEW,no_candidate,driver_electronics,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01159,"Рация ""Алан-48 плюс""",MANUAL_REVIEW,no_candidate,driver_electronics,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
suspension_steering_partial_context,Suspension/steering parts with partial context,potentially_automatable_future_context_rules,А-01206,Отбойник УАЗ-Патриот СА-пласт.,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-01211,Накладка на воздухозаборник 2110 (краш.),BLOCKED_CONFLICT,close_candidates,other,,0,0.84,family:body_air_intakes | token:воздухозаборник | phrase:воздухозаборник | validation:normalizer:4:useful_tokens
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-01280,Перчатки зимние п/шерсть черные с ПВХ,MANUAL_REVIEW,no_candidate,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-01287,Бумажник водителя BLACK натур. кожа,MANUAL_REVIEW,no_candidate,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
tools_road_equipment_unmapped,Tools and road equipment without stable target,active_analogs_conflict_or_no_destination,А-01292,Нож дорожный,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
audio_radio_media_accessories,Audio/radio/media accessories without stable target,active_analogs_conflict_or_no_destination,А-01332,"""Банка"" радио+флешка (воспроизв.)",MANUAL_REVIEW,no_candidate,electrical_consumer,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
comfort_cabin_universal_accessories,Cabin comfort/universal accessories without stable target,active_analogs_conflict_or_no_destination,А-01338,Часы большие (на батарейке),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01370,А-01370,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01378,Сумка-холодильник (термо),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01393,А-01393,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01399,А-01399,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01429,А-01429,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01437,Рация OPTIM 270,MANUAL_REVIEW,no_candidate,driver_electronics,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
electrical_or_consumer_devices_without_auto_context,Electrical/consumer devices without auto context,technical_insufficient_data,А-01460,Тепловентилятор автомобильный AVS Comfort ТЕ-310 12В (2 реж.) 150W,MANUAL_REVIEW,no_candidate,electrical_consumer,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-01471,"Хомяк ""говорящий""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01477,Сумка кожа,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-01490,"Подогрев-сидушка ""HR""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
electrical_or_consumer_devices_without_auto_context,Electrical/consumer devices without auto context,technical_insufficient_data,А-01522,KOTO EFB-211 Тепловентилятор,MANUAL_REVIEW,no_candidate,electrical_consumer,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-01528,Четки с иконкой,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01556,А-01556,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
electrical_or_consumer_devices_without_auto_context,Electrical/consumer devices without auto context,technical_insufficient_data,А-01560,Плитка газовая (маленькая),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
safety_reflective_emergency_unmapped,Safety/reflective/emergency goods without stable target,no_allowed_target_current_taxonomy,А-01583,Браслеты для пешеходов светоотражающие,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01591,Тент SEEP большой,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
misc_universal_non_catalog_singletons,Miscellaneous universal non-catalog goods,no_allowed_target_current_taxonomy,А-01613,Тарелочка магнитная для мелочей,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01616,"Накидка - искусственный мех ""ALPACA"", 2 шт",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
wheel_tire_accessories_partial_context,Wheel/tire accessories with partial context,active_analogs_conflict_or_no_destination,А-01623,Мешки для колес 4 шт,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
electrical_or_consumer_devices_without_auto_context,Electrical/consumer devices without auto context,technical_insufficient_data,А-01630,Разветвитель EPUTUS,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-01634,"Собака ""пушистик""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
audio_radio_media_accessories,Audio/radio/media accessories without stable target,active_analogs_conflict_or_no_destination,А-01650,Флешка 8 Гб,MANUAL_REVIEW,no_candidate,electrical_consumer,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01665,"Трос 42 т, 5 м",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01668,Термокружка с подогревом,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01682,Тестер MS 5300,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01686,А-01686,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01704,"Накидка ""TRANSIT VAN""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01717,А-01717,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
ambiguous_line_fittings,Ambiguous fittings and connectors,active_analogs_conflict_or_no_destination,А-01725,Переходник с 220V на USB,MANUAL_REVIEW,no_candidate,fittings,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-01746,Тоннель 2110,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01765,Сумка для ноутбука,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_or_interior_small_parts,Small body/interior parts with weak context,active_analogs_conflict_or_no_destination,А-01774,Скоба троса 12 мм,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_or_interior_small_parts,Small body/interior parts with weak context,active_analogs_conflict_or_no_destination,А-01775,Скоба троса 15 мм,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
misc_universal_non_catalog_singletons,Miscellaneous universal non-catalog goods,no_allowed_target_current_taxonomy,А-01791,Отпугиватель грызунов 2206,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01810,STAR LINE GSM блок (с 2-мя сим-картами),MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01864,Блок стробоскопа с пультом,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-01867,"""Люблю Россию"" (на присоске)",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
lighting_signal_unmapped,Lighting/signal devices without stable target,active_analogs_conflict_or_no_destination,А-01885,"Сигнал ""VOLVO""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-01896,Проставки 6х9 с накладкой,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-01910,Кресло бескаркасное,MANUAL_REVIEW,no_candidate,child_seats,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01971,А-01971,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-01974,Вымпел большой,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
fans_thermal_ventilation_unmapped,Fans and thermal/ventilation parts without stable target,active_analogs_conflict_or_no_destination,А-01983,Подстаканник на воздуховод,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-01995,FM модулятор 07 EPLUTUS,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,А-01997,А-01997,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-02004,Цифровой манометр VST 811,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
travel_storage_covers_unmapped,Travel/storage/covers without stable target,no_allowed_target_current_taxonomy,А-02040,"Тент ""SEDAN CLASSIC С"", SEDAN Серебрис",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-02050,Мультитестер 266,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
wheel_tire_accessories_partial_context,Wheel/tire accessories with partial context,active_analogs_conflict_or_no_destination,А-02071,"Колпачок для дисков VESTA, 1 шт",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
wheel_tire_accessories_partial_context,Wheel/tire accessories with partial context,active_analogs_conflict_or_no_destination,А-02083,"Колпачки дисков VESTA 17 крашеные, 4 шт",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
car_care_consumables_unmapped,Car-care consumables without stable target,active_analogs_conflict_or_no_destination,А-02106,DW8677 Тонкая ткань для полировки кузова,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-02108,"Брелок ""Россия""",MANUAL_REVIEW,no_candidate,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
novelty_souvenir_non_catalog,Novelty/souvenir non-catalog goods,no_allowed_target_current_taxonomy,А-02117,"Рука на присоске ""Россия""",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
misc_universal_non_catalog_singletons,Miscellaneous universal non-catalog goods,no_allowed_target_current_taxonomy,А-02144,Аудиоколонка MIVO 09,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_interior_unmapped,Body/interior fragments without stable target,active_analogs_conflict_or_no_destination,А-02175,Накладки сидений PSV KROCUS (все сидения),MANUAL_REVIEW,no_candidate,seat_parts,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
personal_or_non_catalog_accessories,Personal/non-catalog accessories,no_allowed_target_current_taxonomy,А-02200,FELIX Перчатки хлопковые с ПВХ-покрытием 10 класс,MANUAL_REVIEW,no_candidate,personal_accessories,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
body_locks_handles_glass_partial,Body locks/handles/glass mechanisms with partial context,active_analogs_conflict_or_no_destination,А-02202,"Ручки 2106 перед. н/о, 2 шт",MANUAL_REVIEW,no_candidate,other,,0.3636,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-02230,Груша для откачки воздуха,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
consumer_power_phone_accessories,Consumer phone/power accessories,no_allowed_target_current_taxonomy,А-02247,"Батарейки ""REXANT"" (за 1 шт)",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
consumer_power_phone_accessories,Consumer phone/power accessories,no_allowed_target_current_taxonomy,А-02276,Зарядка для i-phone 323,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-02282,Сканер KONNWEI KW-310,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
mounting_installation_kits_without_target,Mounting/installation kits without destination target,name_lacks_destination_context,А-02289,Стяжка 8 мм х 60 см (2 шт) AVS TL-05,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-02313,ПЗУ Х-6 CARLIVE,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
diagnostic_driver_electronics_unmapped,Driver electronics and diagnostics without stable target,active_analogs_conflict_or_no_destination,А-02314,ПЗУ ТМ 1813 MULTI,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
chassis_mounts_supports_partial,Chassis mounts/supports with partial context,potentially_automatable_future_context_rules,А-02317,Упор (башмак) противооткатный AVS SM-01,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
wheel_tire_accessories_partial_context,Wheel/tire accessories with partial context,active_analogs_conflict_or_no_destination,А-02323,"Литиевая дисковая батарейка GP Lithium CR2025, за 1 шт",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,А-02368,"Накидки Фронт ""ICEBERG FRONT""черный/черный/красный 26190",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
tools_road_equipment_unmapped,Tools and road equipment without stable target,active_analogs_conflict_or_no_destination,А-02377,"Струна ""Автодело"" 40686, 2 шт",MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,АК-00131,АК-00131,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,АК-00181,АК-00181,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,АК-00265,АК-00265,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,Б-00004,Буфер перед. н/о 3 2803010-53205,MANUAL_REVIEW,no_candidate,other,,0.5,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,Б-00054,Б-00054,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
short_or_code_only_names,Short/code-only names,technical_insufficient_data,Б-00055,Б-00055,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
ambiguous_line_fittings,Ambiguous fittings and connectors,active_analogs_conflict_or_no_destination,Г-00029,Тройник КАМАЗ Евро,MANUAL_REVIEW,no_candidate,fittings,,0.234,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
unique_low_frequency_items,Unique low-frequency items,unique_singleton_or_no_active_analogs,Г-00109,Коллектор 511-1008015-10,MANUAL_REVIEW,no_candidate,other,,0,0,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target."
