shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,explanation,correct,correctCategory,reviewerComment
КР-00577,Соединитель труб под хомут СВД TRS5050,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00578,Соединитель труб под хомут СВД TRS5055,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00579,Соединитель труб под хомут СВД TRS5060,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00580,Соединитель труб под хомут СВД TRS5555,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00581,Соединитель труб под хомут СВД TRS5560,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00582,Соединитель труб под хомут СВД TRS6060,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|соединитель|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00468,Болт М8*20 с фланцем пальца суп. ГАЗЕЛЬ,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-01001,"Болт М18*65*1,5 топл. бака, рамы МАЗ",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
А-00618,Привод центрального замка (5 выводов),elektrika,prochaya-elektrika,0.84,BLOCKED_CONFLICT,central_locking|other|привод-центрального-замка|elektrika|prochaya-elektrika,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00784,Гайка М10*1.25 приемной трубы КАМАЗ (лату,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00096,"Кронштейн приёмной трубы Г-2217,3302 (дв.",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00895,Болт крепления перед. крышки головки блок,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
А-00352,Привод центрального замка,elektrika,prochaya-elektrika,0.84,BLOCKED_CONFLICT,central_locking|other|привод-центрального-замка|elektrika|prochaya-elektrika,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00143,Хомут патрубков КАМАЗ,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00111,Кронштейн приемной трубы ГАЗ,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-00175,Штуцер прокачки М8*1*38 (MAZDA),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01259,"Хомут приёмной трубы силовой Г-3302 NEXT (дв. Камминс 2,8;3,8) Е-4",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ДВ-00475,Клапан адсорбера Калина,dvigatel-i-transmissiya,toplivnaya-sistema,0.84,BLOCKED_CONFLICT,fuel_management|other|клапан-адсорбера|dvigatel-i-transmissiya|toplivnaya-sistema,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00572,Шпилька М10*28 подвески дв. 2108-2110,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00160,Соединитель шлангов прямой д.12,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00175,Соединитель шлангов прямой д.6,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00218,Кронштейн приемной трубы УАЗ 3741 409 дв.,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00472,Кронштейн приёмной трубы 16 кл. дв. 1.6,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00601,Шпилька приемной трубы ЗИЛ-130,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00554,Кронштейн приемной трубы Нива 21214 инжек,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00739,Скоба троса газа 402 дв.,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|скоба|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00142,Гайка стопорная блока шестерен ГАЗ-53,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00909,Кронштейн троса газа 406 дв.,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ЗЧМ-00507,Хомут приёмной трубы (Святогор),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00123,Кронштейн приёмной трубы 2108,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00134,Кронштейн троса газа 2112,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00146,Кронштейн троса газа 21082,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00069,Гайка приемной трубы ГАЗ,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00448,Кронштейн задней балки 2108-2110,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-00016,Гайка приемной трубы Волга,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00471,Кронштейн приёмной трубы Калина,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00352,Кронштейн приемной трубы Нива,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КР-00636,Кронштейн приемной трубы Нива 21214,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|кронштейн|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ЗЧМ-00505,Ремкомплект регулятора тормозов 2141,tormoznaya-sistema,ruchnoy-tormoz,0.84,BLOCKED_CONFLICT,parking_brake_cables|other|тормоз|tormoznaya-sistema|ruchnoy-tormoz,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00242,Болт прокачки ВАЗ (латунь),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00002,Болт крепления сиденья ВАЗ 01-07,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00196,Болт регулир. фар ВАЗ (2 шт),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
А-01211,Накладка на воздухозаборник 2110 (краш.),kuzov-i-optika,kuzovnye-detali,0.84,BLOCKED_CONFLICT,body_air_intakes|other|воздухозаборник|kuzov-i-optika|kuzovnye-detali,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01086,Соединитель шлангов Г-образный метал. д.1,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
А-02154,"Накидка на сиденье с функцией подогрева AVS HC-175,180",aksessuary,chehly,0.84,BLOCKED_CONFLICT,seat_covers|seat_parts|накидка|aksessuary|chehly,seat_parts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-00171,"Штуцер прокачки М6*1*29 (AUDI,BMW,SAABVW)",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-00172,"Штуцер прокачки М6*1*38 (AUDI,SUBARU,VW)",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-00173,"Штуцер прокачки М8*1*32 (FORD,MAZDA)",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-00174,"Штуцер прокачки М8*1*33 (MAZDA,OPEL)",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
ИН-01561,87703 Штуцер прокачки М7х1,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00324,Скоба троса газа и подсоса 2108,dvigatel-i-transmissiya,toplivnaya-sistema,0.84,BLOCKED_CONFLICT,throttle_cables|other|скоба-троса-газа|dvigatel-i-transmissiya|toplivnaya-sistema,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00351,Скоба троса газа 2123 (стопорная),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|other|скоба|ves-assortiment|other-products,other,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00498,Болт М5х10 с гров. регулятора тормозов,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00574,Гайка сиденья 2101-07 М8 квадрат,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00853,Шпилька М10*47 крепл. подвески дв.-ля КАЛИНА,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,Найдены отрицательные признаки для лучшего кандидата.,,,
К-00915,Штуцер прокачки М 7*1*20 LARGUS,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00923,"Гайка М8*1,25 приёмной трубы с буртиком ""Веста"", ""Ларгус""",ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
К-00944,Болт М8*25 с фланцем крепл. картера сцепл. VESTA,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00290,Шпилька 10*30 картера сцепл. (шаг 1Х1.5),ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-00379,Шпилька М16*45*1.5 передней подвески Кам,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,Найдены отрицательные признаки для лучшего кандидата.,,,
КГ-01075,Соединитель шлангов прямой метал. д.14,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01076,Соединитель шлангов прямой метал. д.16,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01077,Соединитель шлангов прямой метал. д.18,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01078,Соединитель шлангов прямой метал. д.20,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01079,Соединитель шлангов тройник метал. д.14,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01080,Соединитель шлангов тройник метал. д.16,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01081,Соединитель шлангов тройник метал. д.18,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01082,Соединитель шлангов тройник метал. д.20,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01083,Соединитель шлангов Г-образный метал. д.1,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01084,Соединитель шлангов Г-образный метал. д.16,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01085,Соединитель шлангов Г-образный метал. д.18,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01087,Соединитель шлангов переходной метал. д.18х20,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01299,Соединитель шлангов прямой метал. 55х55,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01300,Соединитель шлангов прямой метал. 63х63,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01301,Соединитель шлангов прямой метал. 65х65,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01302,Соединитель шлангов прямой метал. 70х70,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01314,Соединитель шлангов прямой (ёлка) D-5 мм,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01323,Скоба такелажная М 10,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01324,Скоба такелажная М 12,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01325,Скоба такелажная М 14,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01326,Скоба такелажная М 16,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01327,Скоба такелажная М 18,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01328,Скоба такелажная М 20,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01329,Скоба такелажная М 22,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_clamps_brackets|tow_hardware|скоба|ves-assortiment|other-products,tow_hardware,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01330,Соединитель шлангов угол 16х16 ключ 19,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
КГ-01338,Соединитель шлангов прямой переходной (елка) 8-10 мм PR-0807,ves-assortiment,other-products,0.84,BLOCKED_CONFLICT,other_products_fittings|pneumatic_fittings|соединитель|ves-assortiment|other-products,pneumatic_fittings,"Несколько категорий получили близкие оценки, требуется ручная проверка.",,,
