status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
MANUAL_REVIEW,А-01332,"""Банка"" радио+флешка (воспроизв.)",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01338,Часы большие (на батарейке),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01378,Сумка-холодильник (термо),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01437,Рация OPTIM 270,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01460,Тепловентилятор автомобильный AVS Comfort ТЕ-310 12В (2 реж.) 150W,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01471,"Хомяк ""говорящий""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01477,Сумка кожа,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01490,"Подогрев-сидушка ""HR""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01522,KOTO EFB-211 Тепловентилятор,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01528,Четки с иконкой,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01560,Плитка газовая (маленькая),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01583,Браслеты для пешеходов светоотражающие,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01591,Тент SEEP большой,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01613,Тарелочка магнитная для мелочей,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01616,"Накидка - искусственный мех ""ALPACA"", 2 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01623,Мешки для колес 4 шт,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01630,Разветвитель EPUTUS,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01634,"Собака ""пушистик""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01650,Флешка 8 Гб,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01665,"Трос 42 т, 5 м",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01668,Термокружка с подогревом,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01682,Тестер MS 5300,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01704,"Накидка ""TRANSIT VAN""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01765,Сумка для ноутбука,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01791,Отпугиватель грызунов 2206,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01810,STAR LINE GSM блок (с 2-мя сим-картами),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01864,Блок стробоскопа с пультом,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01867,"""Люблю Россию"" (на присоске)",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01885,"Сигнал ""VOLVO""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01896,Проставки 6х9 с накладкой,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01910,Кресло бескаркасное,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01974,Вымпел большой,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01983,Подстаканник на воздуховод,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-01995,FM модулятор 07 EPLUTUS,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02004,Цифровой манометр VST 811,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02040,"Тент ""SEDAN CLASSIC С"", SEDAN Серебрис",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02071,"Колпачок для дисков VESTA, 1 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02083,"Колпачки дисков VESTA 17 крашеные, 4 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02106,DW8677 Тонкая ткань для полировки кузова,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02108,"Брелок ""Россия""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02117,"Рука на присоске ""Россия""",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02144,Аудиоколонка MIVO 09,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02175,Накладки сидений PSV KROCUS (все сидения),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02200,FELIX Перчатки хлопковые с ПВХ-покрытием 10 класс,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02202,"Ручки 2106 перед. н/о, 2 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02230,Груша для откачки воздуха,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02247,"Батарейки ""REXANT"" (за 1 шт)",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02276,Зарядка для i-phone 323,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02282,Сканер KONNWEI KW-310,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02289,Стяжка 8 мм х 60 см (2 шт) AVS TL-05,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02313,ПЗУ Х-6 CARLIVE,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02314,ПЗУ ТМ 1813 MULTI,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02317,Упор (башмак) противооткатный AVS SM-01,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02323,"Литиевая дисковая батарейка GP Lithium CR2025, за 1 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02368,"Накидки Фронт ""ICEBERG FRONT""черный/черный/красный 26190",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,А-02377,"Струна ""Автодело"" 40686, 2 шт",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,Б-00004,Буфер перед. н/о 3 2803010-53205,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,Г-00366,"Заменитель прием. тр. Лада Веста ""ПАУК"" 16-кл 1.8",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,Г-00409,Щиток наливной трубы 2108,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,Г-00595,Патрубок КАМАЗ-ЕВРО прием. ТКР корот. пр. (завод),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
BLOCKED_CONFLICT,ДВ-00106,Клапан рециркуляции Нива в сборе,dvigatel-i-transmissiya,detali-dvigatelya,0.759,blocked_conflict,Детали двигателя,negative_evidence,Найдены отрицательные признаки для лучшего кандидата.,family:engine_valves | token:клапан | token:клапан | token:кл | validation:normalizer:5:useful_tokens,negative:рециркуляции
BLOCKED_CONFLICT,ДВ-00186,Диффузор салона 2105,dvigatel-i-transmissiya,ohlazhdenie,0.74,blocked_conflict,Охлаждение,negative_evidence,Найдены отрицательные признаки для лучшего кандидата.,family:cooling | token:диффузор | validation:normalizer:3:useful_tokens,negative:салона
MANUAL_REVIEW,ДВ-00394,Реверс в сборе 2101-07 Нива инжектор,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ДВ-00452,Бак 21073 инжектор,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ДВ-00453,Бак 2104 инжектор,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
BLOCKED_CONFLICT,ДВ-00503,Клапан обратки 2105,dvigatel-i-transmissiya,detali-dvigatelya,0.759,blocked_conflict,Детали двигателя,negative_evidence,Найдены отрицательные признаки для лучшего кандидата.,family:engine_valves | token:клапан | token:клапан | token:кл | validation:normalizer:3:useful_tokens,negative:обратки
MANUAL_REVIEW,ДВ-00603,Трубка пластмассовая Лада-Гранта 2190,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00151,Маятник Москвич 2140,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00186,Крышка поддона Москвич,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00212,Поддон картера 2140,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00235,Трубки магистр. 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00263,Набор иголок коробки Москвич,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00276,Синхронизатор в сборе 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00338,Вакуум Москвич 412,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00440,Жаровня Москвич,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00447,Бендикс Москвич 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00455,Тяги коробки Москвич (2 шт),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00457,Набор стопоров коробки 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00472,Щиток приборов Москвич 412,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00473,Чашки стоек,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00495,Рем. комплект зад. балки 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00496,Пыльник бака 2141,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00607,Синхронизатор 2141 (1Х2/3Х4),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00612,Синхронизатор в сборе 2141 5-ой передачи,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ЗЧМ-00636,Втягивающее ЗАЗ,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00374,Опора SM 23018,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00421,Стекло,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00557,"Подушка двиг.NMN16RH,NM B15F",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00779,30210 Привод левый 685мм Logan/Sandero,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00855,30812ASAM Регулятор х/х Renault Logan/S,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-00876,"77 521 610 Вкладыши PL +0,25 SPUTTER к-",,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01071,3 397 118 977 Щетки плоские к-т Ford Fo,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01115,07003С Рем. к-т направл.,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01391,726117 Набор отвёрток TORX с отверстием,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01441,GAT10020 Натяжитель ремня приводного HYUNDAI SOLARIS/KIA,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01449,AMD.SEN25 Регулятор холостого хода MATIZ,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,ИН-01640,ТТ53051 Щётки LANCER,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,К-00284,Гровер М-8,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
BLOCKED_CONFLICT,К-00341,Болт салазки сиденья 2110,ves-assortiment,other-products,0.72,blocked_conflict,Прочие товары: универсальные метизы,negative_evidence,Найдены отрицательные признаки для лучшего кандидата.,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,negative:салаз | negative:сидень
MANUAL_REVIEW,К-00422,Заглушка воздуховода 2110,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,К-00457,Заглушка под мовиль (пластмасса),,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,К-00611,Набор пистонов ВАЗ-Калина 1118,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,К-00664,Набор крепл. продольн. верх. штанги стаб.-,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,К-00665,Набор крепл. продол. ниж. штанги стаб.-ра,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,КГ-00287,Насадка на шланг подкачки,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
MANUAL_REVIEW,КГ-00431,DIN912 M10*11 с внутренним шестигранником,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
