sampleType,shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,evidence,neighborTarget,needsHumanCheck,correct,correctCategory,reviewerComment
auto_ready_random,О-00062,Поворотник 2141,kuzov-i-optika,povtoriteli,0.92,AUTO_READY,legacy_kuzov-i-optika_povtoriteli|other|поворотник|kuzov-i-optika|povtoriteli,other,family:legacy_kuzov-i-optika_povtoriteli | pattern:поворотник | pattern:поворотник | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,А-02068,"Эмблема LADA, VESTA, PRIORA (тюнинг)",kuzov-i-optika,emblemy,0.92,AUTO_READY,legacy_kuzov-i-optika_emblemy|other|эмблема|kuzov-i-optika|emblemy,other,family:legacy_kuzov-i-optika_emblemy | pattern:эмблема | pattern:эмблема | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,КГ-01271,"Шпилька М12*40*1,75",ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,К-00377,Гайка 4-х гранная М10,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,К-00265,Шпилька ролика натяжителя ремня 2108-09,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,КГ-00880,Фитинг латунь ЕВРО угловой 16х12,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:угловой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00832,Винт М16*50 с внутр. шестигранником,ves-assortiment,other-products,0.968,AUTO_READY,other_products_fasteners|socket_head_fasteners|винт|ves-assortiment|other-products,socket_head_fasteners,family:other_products_fasteners | token:винт | phrase:винт | validation:optional:шестигран | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,КГ-00108,Болт натяжителя ролика М6*95 №889,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,А-00414,AVS EXTRA LINE Щётки стеклоочистителя (к-т),aksessuary,prochie-aksessuary,0.952,AUTO_READY,wiper|other|щетки-стеклоочистителя|aksessuary|prochie-aksessuary,other,family:wiper | token:стеклооч | token:щетки | token:щётки | token:стеклоочист | phrase:щетки стеклоочистителя | validation:normalizer:7:useful_tokens,,yes,,,
auto_ready_random,КГ-01270,Шпилька М8/10*38*1 перед. крышки дв. 402 (рем.),ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:8:useful_tokens,,yes,,,
auto_ready_random,К-00306,Болт кулисы ВАЗ 2110,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,К-00266,Гайка М 4,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КГ-00883,Фитинг латунь ЕВРО прямой 22х12,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00833,Винт М16*55 с внутр. шестигранником,ves-assortiment,other-products,0.968,AUTO_READY,other_products_fasteners|socket_head_fasteners|винт|ves-assortiment|other-products,socket_head_fasteners,family:other_products_fasteners | token:винт | phrase:винт | validation:optional:шестигран | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,КГ-00823,Болт клап. крышки 409,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,КГ-00109,Шпилька коллектора УАЗ(2дл.+5кор),ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,ИН-01387,30494 Бачок расширительной системы охл,dvigatel-i-transmissiya,ohlazhdenie,0.94,AUTO_READY,active_neighbor|other|active-neighbor-100|dvigatel-i-transmissiya|ohlazhdenie,other,neighbor:active-neighbor:100% | token:бачок | token:ин-,dvigatel-i-transmissiya/ohlazhdenie,yes,,,
auto_ready_random,О-00092,Стекло поворотника 2108,kuzov-i-optika,povtoriteli,0.92,AUTO_READY,legacy_kuzov-i-optika_povtoriteli|other|поворотник|kuzov-i-optika|povtoriteli,other,family:legacy_kuzov-i-optika_povtoriteli | pattern:поворотник | pattern:поворотник | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,ЖЛ-00395,ЖЛ-00395,kuzov-i-optika,kuzovnye-detali,0.98,AUTO_READY,legacy_kuzov-i-optika_kuzovnye-detali|other|жл|kuzov-i-optika|kuzovnye-detali,other,family:legacy_kuzov-i-optika_kuzovnye-detali | pattern:жл- | pattern:жл- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,К-00375,Скоба троса воздушной заслонки,ves-assortiment,other-products,0.94,AUTO_READY,other_products_clamps_brackets|other|скоба|ves-assortiment|other-products,other,family:other_products_clamps_brackets | token:скоба | phrase:скоба | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,КГ-00898,Хомут силовой 55-59 мм (20мм) (Т) HD-15 T,ves-assortiment,other-products,0.94,AUTO_READY,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:7:useful_tokens,dvigatel-i-transmissiya/vyhlopnaya-sistema,yes,,,
auto_ready_random,КГ-00882,Фитинг латунь ЕВРО угловой 22х12,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:угловой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00822,"Шайба продольной штанги УАЗ-3160 25, 5 мм",ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|washers|шайба|ves-assortiment|other-products,washers,family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,К-00304,Шпилька к/клап. 2101-07 6/8,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,КГ-00899,Хомут силовой 73-79 мм (25мм0 (Т) HD-19 T,ves-assortiment,other-products,0.94,AUTO_READY,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:7:useful_tokens,dvigatel-i-transmissiya/vyhlopnaya-sistema,yes,,,
auto_ready_random,КГ-00821,"Хомут гл. (стремянка) 58 мм ""Bosal""",ves-assortiment,other-products,0.94,AUTO_READY,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:6:useful_tokens,dvigatel-i-transmissiya/vyhlopnaya-sistema,yes,,,
auto_ready_random,К-00928,Винт М3*8.4 крепления воздушной заслонки,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|винт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:винт | phrase:винт | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,О-00090,Повторитель 2101,kuzov-i-optika,povtoriteli,0.92,AUTO_READY,legacy_kuzov-i-optika_povtoriteli|other|повторитель|kuzov-i-optika|povtoriteli,other,family:legacy_kuzov-i-optika_povtoriteli | pattern:повторитель | pattern:повторитель | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,ЖЛ-00357,ЖЛ-00357,kuzov-i-optika,kuzovnye-detali,0.98,AUTO_READY,legacy_kuzov-i-optika_kuzovnye-detali|other|жл|kuzov-i-optika|kuzovnye-detali,other,family:legacy_kuzov-i-optika_kuzovnye-detali | pattern:жл- | pattern:жл- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,К-00269,Винт М 4,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|винт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:винт | phrase:винт | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,К-00245,Тройник обратки ВАЗ,ves-assortiment,other-products,0.95,AUTO_READY,other_products_fittings|fittings|тройник|ves-assortiment|other-products,fittings,family:other_products_fittings | token:тройник | phrase:тройник | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,К-00211,Болт М-8 со шляпкой,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,КГ-00172,Штуцер печки 3110 д. 18,ves-assortiment,other-products,0.95,AUTO_READY,other_products_fittings|fittings|штуцер|ves-assortiment|other-products,fittings,family:other_products_fittings | token:штуцер | phrase:штуцер | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,ЖЛ-00396,ЖЛ-00396,kuzov-i-optika,kuzovnye-detali,0.98,AUTO_READY,legacy_kuzov-i-optika_kuzovnye-detali|other|жл|kuzov-i-optika|kuzovnye-detali,other,family:legacy_kuzov-i-optika_kuzovnye-detali | pattern:жл- | pattern:жл- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КР-00114,Болт опоры замка 2108,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,К-00362,Винт М 5,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|винт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:винт | phrase:винт | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КГ-00169,"Шпилька рем, вала коромысла М10хМ12х80",ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,А-02078,Щетка с/о бескаркасная AWM,aksessuary,prochie-aksessuary,0.98,AUTO_READY,wiper|other|щетка-стеклоочистителя|aksessuary|prochie-aksessuary,other,family:wiper | token:стеклооч | token:щетка | token:щётка | token:стеклоочист | token:бескаркасн | phrase:щетка стеклоочистителя | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,aksessuary/prochie-aksessuary,yes,,,
auto_ready_random,КР-00115,Комплект ручек салона,kuzov-i-optika,kuzovnye-detali,0.94,AUTO_READY,active_neighbor|other|active-neighbor-100|kuzov-i-optika|kuzovnye-detali,other,neighbor:active-neighbor:100% | token:кр- | token:ручек,kuzov-i-optika/kuzovnye-detali,yes,,,
auto_ready_random,К-00243,Болт 6х53 к\ крышки постели р\вала 2111,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,К-00213,Гайка М-8 со шляпкой,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,КГ-00870,"Гайка пром. вала РК УАЗ М27*1,5",ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:7:useful_tokens,,yes,,,
auto_ready_random,КГ-00838,Винт М20*100 с внутр. шестигранником,ves-assortiment,other-products,0.968,AUTO_READY,other_products_fasteners|socket_head_fasteners|винт|ves-assortiment|other-products,socket_head_fasteners,family:other_products_fasteners | token:винт | phrase:винт | validation:optional:шестигран | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,И-01587,И-01587,aksessuary,instrumenty,0.98,AUTO_READY,legacy_aksessuary_instrumenty|other|и|aksessuary|instrumenty,other,family:legacy_aksessuary_instrumenty | pattern:и- | pattern:и- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,К-00931,Гайка М3,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,К-00212,Гайка М-6 со шляпкой,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,КГ-00889,Болт М12*22*1.25 верх. подушки зад. опоры,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:7:useful_tokens,,yes,,,
auto_ready_random,КГ-00871,Фитинг латунь ЕВРО 12х8 прямой,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00839,Винт М20*110 с внутр. шестигранником,ves-assortiment,other-products,0.968,AUTO_READY,other_products_fasteners|socket_head_fasteners|винт|ves-assortiment|other-products,socket_head_fasteners,family:other_products_fasteners | token:винт | phrase:винт | validation:optional:шестигран | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,ЗЧМ-00445,Сухарик клапанов Москвич,dvigatel-i-transmissiya,detali-dvigatelya,0.924,AUTO_READY,engine_rotating_parts|other|сухарик-клапанов|dvigatel-i-transmissiya|detali-dvigatelya,other,family:engine_rotating_parts | token:сухарик | token:клапан | token:москвич | phrase:сухарик клапанов | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,ЖЛ-00333,ЖЛ-00333,kuzov-i-optika,kuzovnye-detali,0.98,AUTO_READY,legacy_kuzov-i-optika_kuzovnye-detali|other|жл|kuzov-i-optika|kuzovnye-detali,other,family:legacy_kuzov-i-optika_kuzovnye-detali | pattern:жл- | pattern:жл- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,К-00279,Шпилька ремонтная распред. вала 2101-07,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,А-01435,Эквалайзер на заднее стекло (к-т),kuzov-i-optika,stekla,0.94,AUTO_READY,active_neighbor|other|active-neighbor-91|kuzov-i-optika|stekla,other,neighbor:active-neighbor:91% | token:заднее | token:стекло,kuzov-i-optika/stekla,yes,,,
auto_ready_random,КГ-00872,Фитинг 12х6 прямой ЕВРО латунь,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00176,Шпилька коренных шеек ГАЗ-2410,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|studs|шпилька|ves-assortiment|other-products,studs,family:other_products_fasteners | token:шпилька | phrase:шпилька | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,КГ-00812,Шайба клапанной крышки ГАЗ дв.406,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|washers|шайба|ves-assortiment|other-products,washers,family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:6:useful_tokens,,yes,,,
auto_ready_random,ГСМ-01375,ГСМ-01375,filtry-i-masla,zhidkosti,0.98,AUTO_READY,legacy_filtry-i-masla_zhidkosti|other|гсм|filtry-i-masla|zhidkosti,other,family:legacy_filtry-i-masla_zhidkosti | pattern:гсм- | pattern:гсм- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КР-00110,Хомут штанов ВАЗ 2101-07,ves-assortiment,other-products,0.94,AUTO_READY,other_products_clamps_brackets|clamps|хомут|ves-assortiment|other-products,clamps,family:other_products_clamps_brackets | token:хомут | phrase:хомут | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,ИН-00759,Ролик ремня приводного Форд BSG 30-615-03,dvigatel-i-transmissiya,remni,0.94,AUTO_READY,active_neighbor|other|active-neighbor-100|dvigatel-i-transmissiya|remni,other,neighbor:active-neighbor:100% | token:ин- | token:ремня | token:ролик,dvigatel-i-transmissiya/remni,yes,,,
auto_ready_random,К-00278,Шайба М 4,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|washers|шайба|ves-assortiment|other-products,washers,family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КГ-00873,Фитинг 16х6 прямой ЕВРО латунь,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00813,Гайка М18 с нейл.,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|nuts|гайка|ves-assortiment|other-products,nuts,family:other_products_fasteners | token:гайка | phrase:гайка | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,Г-00516,Патрубок выпускной КАМАЗ-ЕВРО №54115,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.924,AUTO_READY,exhaust_hardware|hoses|патрубок-выпускной|dvigatel-i-transmissiya|vyhlopnaya-sistema,hoses,family:exhaust_hardware | token:патрубок | token:выпуск | token:выпускной | phrase:патрубок выпускной | validation:normalizer:4:useful_tokens,,yes,,,
auto_ready_random,К-00934,Болт 8*50,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,КГ-00874,Фитинг 16х12 прямой ЕВРО латунь,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,К-00921,Болт М8*100*1.25 с полной резьбой,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|болт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:болт | phrase:болт | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,КГ-00637,Шайба 10*30*2мм,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|washers|шайба|ves-assortiment|other-products,washers,family:other_products_fasteners | token:шайба | phrase:шайба | validation:normalizer:3:useful_tokens,,yes,,,
auto_ready_random,Д-00053,Д-00053,aksessuary,shiny-i-diski,0.98,AUTO_READY,legacy_aksessuary_shiny-i-diski|other|д|aksessuary|shiny-i-diski,other,family:legacy_aksessuary_shiny-i-diski | pattern:д- | pattern:д- | validation:normalizer:2:useful_tokens,,yes,,,
auto_ready_random,КГ-00875,Фитинг 18х12 прямой ЕВРО латунь,ves-assortiment,other-products,0.966,AUTO_READY,other_products_fittings|fittings|фитинг|ves-assortiment|other-products,fittings,family:other_products_fittings | token:фитинг | phrase:фитинг | validation:optional:прямой | validation:optional:латун | validation:normalizer:6:useful_tokens,tormoznaya-sistema/prochaya-tormoznaya-sistema,yes,,,
auto_ready_random,КГ-00829,Винт М16*35 с внутр. шестигранником,ves-assortiment,other-products,0.968,AUTO_READY,other_products_fasteners|socket_head_fasteners|винт|ves-assortiment|other-products,socket_head_fasteners,family:other_products_fasteners | token:винт | phrase:винт | validation:optional:шестигран | validation:normalizer:5:useful_tokens,,yes,,,
auto_ready_random,К-00920,Винт 6*21 (звёздочка) под ключ с шайбой крыла Веста,ves-assortiment,other-products,0.96,AUTO_READY,other_products_fasteners|bolts|винт|ves-assortiment|other-products,bolts,family:other_products_fasteners | token:винт | phrase:винт | validation:normalizer:8:useful_tokens,,yes,,,
