status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
DO_NOT_PUBLISH,ЗЧМ-00490,Комплект саттелитов 2140,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ЗЧМ-00514,ЗЧМ-00514,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00515,ЗЧМ-00515,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00516,ЗЧМ-00516,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00560,ЗЧМ-00560,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00570,ЗЧМ-00570,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00580,ЗЧМ-00580,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00619,ЗЧМ-00619,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00635,ЗЧМ-00635,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00642,ЗЧМ-00642,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00653,ЗЧМ-00653,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00657,ЗЧМ-00657,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00668,ЗЧМ-00668,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ИН-00812,Отбойник NSHBB10RR,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ИН-01301,ИН-01301,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ИН-01326,Лямбда-зонд 91186,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ИН-01386,3 397 118 996 Щетки,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ИН-01535,ИН-01535,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,К-00535,К-00535,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,К-00555,К-00555,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,К-00673,К-00673,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,К-00701,К-00701,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,К-00804,К-00804,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,КГ-00879,КГ-00879,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,КГ-01384,КГ-01384,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,КР-00333,Воздуховод 2110,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,КР-00381,Бокс 2110,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,О-00268,О-00268,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00302,О-00302,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00368,О-00368,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00411,О-00411,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00434,О-00434,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00435,О-00435,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00445,О-00445,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00453,О-00453,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00454,О-00454,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00484,О-00484,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00534,О-00534,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00727,О-00727,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,О-00790,О-00790,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
